index,Unnamed: 0,album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,artist
0,0,Live At Wembley Arena,1,1mKnzPuoEhyGP1dgMvOzfT,Gammal fäbodpsalm - Live,spotify:track:1mKnzPuoEhyGP1dgMvOzfT,0.862,0.205,0.176,0.908,0.407,-24.421,0.0457,96.066,0.128,50,Abba
1,1,Live At Wembley Arena,2,6YPvn6me5k5OiXVPtgmeak,Voulez-Vous - Live,spotify:track:6YPvn6me5k5OiXVPtgmeak,0.00459,0.5,0.707,0.00283,0.501,-11.825,0.0413,137.314,0.53,41,Abba
2,2,Live At Wembley Arena,3,3GcRxtoMaxXe4zjvRLzZlr,If It Wasn't For The Nights - Live,spotify:track:3GcRxtoMaxXe4zjvRLzZlr,0.00194,0.496,0.778,4.99e-05,0.978,-13.305,0.106,104.645,0.372,39,Abba
3,3,Live At Wembley Arena,4,4juV8pzyyD53BeWJzCanQb,As Good As New - Live,spotify:track:4juV8pzyyD53BeWJzCanQb,0.0305,0.408,0.727,0.0,0.777,-11.898,0.0556,148.697,0.662,37,Abba
4,4,Live At Wembley Arena,5,5wTlYf7V2ser4UslPKxIKU,"Knowing Me, Knowing You - Live",spotify:track:5wTlYf7V2ser4UslPKxIKU,0.0103,0.389,0.775,3.26e-05,0.743,-10.317,0.0364,99.042,0.49,39,Abba
5,5,Live At Wembley Arena,6,43iNYzBbyAQF29CjsalAik,Rock Me - Live,spotify:track:43iNYzBbyAQF29CjsalAik,0.0568,0.462,0.721,0.0,0.712,-9.928,0.0577,132.91,0.548,36,Abba
6,6,Live At Wembley Arena,7,5VFWFYzo4stfWnux8rWdPO,Chiquitita - Live,spotify:track:5VFWFYzo4stfWnux8rWdPO,0.0677,0.367,0.469,3.22e-05,0.837,-14.058,0.0348,87.911,0.262,40,Abba
7,7,Live At Wembley Arena,8,0M4KWb0efz5XjIfmPix6sQ,"Money, Money, Money - Live",spotify:track:0M4KWb0efz5XjIfmPix6sQ,0.275,0.457,0.689,4.3e-05,0.87,-13.462,0.148,125.763,0.288,38,Abba
8,8,Live At Wembley Arena,9,7K5sFSOkP1Yz7xJipXDaBV,I Have A Dream - Live,spotify:track:7K5sFSOkP1Yz7xJipXDaBV,0.111,0.429,0.536,2.54e-06,0.863,-16.226,0.0695,108.831,0.365,40,Abba
9,9,Live At Wembley Arena,10,3hEy5GbQv7yC1X6yhoPz2y,Gimme! Gimme! Gimme! (A Man After Midnight) - Live,spotify:track:3hEy5GbQv7yC1X6yhoPz2y,0.00979,0.364,0.776,0.00127,0.837,-9.849,0.0557,127.926,0.459,37,Abba
10,10,Live At Wembley Arena,11,3t07NlsvTzarYlPyogvZ8O,SOS - Live,spotify:track:3t07NlsvTzarYlPyogvZ8O,0.0398,0.474,0.65,5.61e-06,0.923,-10.297,0.0447,121.875,0.15,38,Abba
11,11,Live At Wembley Arena,12,1N2NXpj3uukS8QsHURfnQv,Fernando - Live,spotify:track:1N2NXpj3uukS8QsHURfnQv,0.194,0.441,0.474,0.0,0.949,-12.095,0.0367,111.309,0.228,38,Abba
12,12,Live At Wembley Arena,1,6o2yOoSIpSJT919HlUETqW,The Name Of The Game - Live,spotify:track:6o2yOoSIpSJT919HlUETqW,0.0138,0.447,0.566,0.0,0.93,-11.144,0.0252,80.637,0.657,34,Abba
13,13,Live At Wembley Arena,2,6T1kgceAMBVmjyKzDXNlh2,Eagle - Live,spotify:track:6T1kgceAMBVmjyKzDXNlh2,0.000454,0.38,0.702,0.000115,0.809,-10.578,0.0339,78.89,0.357,33,Abba
14,14,Live At Wembley Arena,3,1PnrWsfhSFLcNhaKD7bANM,Thank You For The Music - Live,spotify:track:1PnrWsfhSFLcNhaKD7bANM,0.0893999999999999,0.487,0.518,0.0,0.969,-13.165,0.0651,104.41,0.398,36,Abba
15,15,Live At Wembley Arena,4,1FwzC6Wsw5a6YJQsSxGL8n,Why Did It Have To Be Me? - Live,spotify:track:1FwzC6Wsw5a6YJQsSxGL8n,0.00373,0.477,0.819,0.000928,0.734,-10.525,0.0593,124.761,0.567,33,Abba
16,16,Live At Wembley Arena,5,2orRq69FVVrlVedoi4882F,Intermezzo No.1 - Live,spotify:track:2orRq69FVVrlVedoi4882F,0.00847,0.357,0.856,0.716,0.675,-10.381,0.124,89.527,0.346,31,Abba
17,17,Live At Wembley Arena,6,4kZlykyOQ1w31YA3RirCvQ,I'm Still Alive - Live,spotify:track:4kZlykyOQ1w31YA3RirCvQ,0.518,0.381,0.514,1.84e-06,0.755,-12.066,0.0839,124.356,0.172,31,Abba
18,18,Live At Wembley Arena,7,07bNRNkdQeUGMidjbZyCyB,Summer Night City - Live,spotify:track:07bNRNkdQeUGMidjbZyCyB,0.00755,0.233,0.742,0.0,0.691,-10.61,0.16,148.721,0.107,33,Abba
19,19,Live At Wembley Arena,8,7mHjo6TCCMmYk5zQ9jlMBX,Take A Chance On Me - Live,spotify:track:7mHjo6TCCMmYk5zQ9jlMBX,0.0123,0.459,0.848,0.0,0.987,-9.389,0.0599,111.374,0.388,36,Abba
20,20,Live At Wembley Arena,9,2k2rZwlotD4XzDtgjEF9IN,Does Your Mother Know - Live,spotify:track:2k2rZwlotD4XzDtgjEF9IN,0.00015,0.409,0.877,0.00248,0.278,-8.432,0.0423,147.594,0.734,35,Abba
21,21,Live At Wembley Arena,10,7tQArNO9133ADo6e6Barkx,Hole In Your Soul - Live,spotify:track:7tQArNO9133ADo6e6Barkx,0.0012,0.212,0.912,0.00145,0.75,-9.466,0.38,170.005,0.145,31,Abba
22,22,Live At Wembley Arena,11,0snim2CMV62M4JocWIpjGH,The Way Old Friends Do - Live,spotify:track:0snim2CMV62M4JocWIpjGH,0.591,0.142,0.225,0.0,0.287,-14.375,0.0383,176.614,0.256,49,Abba
23,23,Live At Wembley Arena,12,7uCt8IA0PnfsEoTMk7By1Q,Dancing Queen - Live,spotify:track:7uCt8IA0PnfsEoTMk7By1Q,0.0546,0.419,0.939,0.000643,0.449,-9.529,0.339,107.586,0.265,37,Abba
24,24,Live At Wembley Arena,13,3eNYZ1f1sLkylk0kc60Vir,Waterloo - Live,spotify:track:3eNYZ1f1sLkylk0kc60Vir,0.000601,0.396,0.811,0.000599,0.677,-10.441,0.0419,159.426,0.343,37,Abba
25,25,The Visitors,1,5v35PWmB4SwHhH0JJFXrmR,The Visitors,spotify:track:5v35PWmB4SwHhH0JJFXrmR,0.075,0.61,0.619,0.000427,0.093,-9.838,0.0302,131.194,0.719,2,Abba
26,26,The Visitors,2,5ELL2yV4fueS8162HxqMDm,Head Over Heels,spotify:track:5ELL2yV4fueS8162HxqMDm,0.565,0.827,0.751,1.03e-05,0.141,-6.874,0.0348,121.429,0.762,2,Abba
27,27,The Visitors,3,4GrtyePdrVuivkxFc0Rea2,When All Is Said And Done,spotify:track:4GrtyePdrVuivkxFc0Rea2,0.462,0.72,0.686,5.95e-05,0.302,-7.521,0.0357,126.081,0.727,1,Abba
28,28,The Visitors,4,7pKnn2o62bIGGVtQvPrzBz,Soldiers,spotify:track:7pKnn2o62bIGGVtQvPrzBz,0.188,0.551,0.642,6.74e-05,0.0361,-7.802,0.0264,88.702,0.896,1,Abba
29,29,The Visitors,5,0dQuwr2omfTh3yYfTtCGfK,I Let The Music Speak,spotify:track:0dQuwr2omfTh3yYfTtCGfK,0.816,0.326,0.263,1.45e-05,0.0641,-9.693,0.0314,77.379,0.163,1,Abba
30,30,The Visitors,6,7LWjXTffobHr4LRmUf9TSS,One Of Us,spotify:track:7LWjXTffobHr4LRmUf9TSS,0.47,0.646,0.543,0.000191,0.0788,-8.49,0.0365,82.189,0.886,2,Abba
31,31,The Visitors,7,09tAGTZOqYr7M4bbkDtuKo,Two For The Price Of One,spotify:track:09tAGTZOqYr7M4bbkDtuKo,0.321,0.696,0.49,0.014,0.338,-9.846,0.0306,112.33,0.75,1,Abba
32,32,The Visitors,8,698K08pmYfEXkDkN8vjGaO,Slipping Through My Fingers,spotify:track:698K08pmYfEXkDkN8vjGaO,0.781,0.498,0.428,1.31e-05,0.217,-9.902,0.032,137.397,0.311,2,Abba
33,33,The Visitors,9,6RsyKvX5j0tLevy0ge7Lt5,Like An Angel Passing Through My Room,spotify:track:6RsyKvX5j0tLevy0ge7Lt5,0.679,0.547,0.139,1.71e-05,0.139,-18.411,0.0355,107.161,0.275,1,Abba
34,34,Super Trouper,1,3mSZkRKRVmu4salEkqW69R,Super Trouper,spotify:track:3mSZkRKRVmu4salEkqW69R,0.409,0.767,0.622,2.84e-06,0.171,-8.195,0.0287,118.344,0.956,6,Abba
35,35,Super Trouper,2,3XATRf8HVpoSBvGcmqMek9,The Winner Takes It All,spotify:track:3XATRf8HVpoSBvGcmqMek9,0.588,0.453,0.791,0.00082,0.0897,-6.724,0.0376,126.189,0.523,4,Abba
36,36,Super Trouper,3,3pjEpjEkEdrjvYiiZOI6S5,On And On And On,spotify:track:3pjEpjEkEdrjvYiiZOI6S5,0.26,0.706,0.909,0.0428,0.152,-5.995,0.0275,127.988,0.934,4,Abba
37,37,Super Trouper,4,1YnBV85uTTvZLRXED7oM2Y,"Andante, Andante",spotify:track:1YnBV85uTTvZLRXED7oM2Y,0.684,0.289,0.352,0.000317,0.0685999999999999,-10.745,0.028,203.032,0.439,4,Abba
38,38,Super Trouper,5,0yQsyVzdHXMwTYjUKHr77g,Me And I,spotify:track:0yQsyVzdHXMwTYjUKHr77g,0.154,0.658,0.784,0.103,0.25,-8.151,0.0275,113.432,0.611,3,Abba
39,39,Super Trouper,6,7MUOiFTqEUBUAiW495JTUT,Happy New Year,spotify:track:7MUOiFTqEUBUAiW495JTUT,0.815,0.506,0.382,0.0,0.159,-9.251,0.0282,132.611,0.278,2,Abba
40,40,Super Trouper,7,67yRtYaxtUIGu2kDdbsASx,Our Last Summer,spotify:track:67yRtYaxtUIGu2kDdbsASx,0.684,0.509,0.538,9.87e-05,0.475,-7.874,0.0242,98.298,0.428,5,Abba
41,41,Super Trouper,8,2nRBX3fdtR2V5ObohB2cyM,The Piper,spotify:track:2nRBX3fdtR2V5ObohB2cyM,0.262,0.573,0.547,9.2e-05,0.0887,-9.09,0.0254,88.492,0.441,3,Abba
42,42,Super Trouper,9,540comwSRmoot1fnlAHNXH,Lay All Your Love On Me,spotify:track:540comwSRmoot1fnlAHNXH,0.111,0.678,0.716,0.00751,0.256,-7.864,0.0258,133.46,0.736,6,Abba
43,43,Super Trouper,10,3jIQTEXQeuQZIxFmgZQNuF,The Way Old Friends Do,spotify:track:3jIQTEXQeuQZIxFmgZQNuF,0.737,0.213,0.509,1.33e-05,0.331,-8.608,0.0318,91.692,0.328,3,Abba
44,44,Abba,1,68oCBPzCLj5vHp7ukEJo0U,Mamma Mia,spotify:track:68oCBPzCLj5vHp7ukEJo0U,0.278,0.747,0.753,0.000352,0.447,-6.985,0.0324,137.546,0.817,5,Abba
45,45,Abba,2,1lJTOA5dy1xMjbYJMqgUJR,"Hey, Hey Helen",spotify:track:1lJTOA5dy1xMjbYJMqgUJR,0.00392,0.649,0.672,0.012,0.0565,-6.68,0.0417,117.879,0.752,3,Abba
46,46,Abba,3,1Ba3zDOBqK7CCutxuAFGCA,Tropical Loveland,spotify:track:1Ba3zDOBqK7CCutxuAFGCA,0.546,0.666,0.476,2.37e-05,0.0466,-10.559,0.0572,82.073,0.836,2,Abba
47,47,Abba,4,3k3uycF2Bgj1aLOtkEVMUf,SOS,spotify:track:3k3uycF2Bgj1aLOtkEVMUf,0.252,0.418,0.713,0.0023,0.343,-5.528,0.0281,124.659,0.552,6,Abba
48,48,Abba,5,134QsXCbK3B7NruDAVZK97,Man In The Middle,spotify:track:134QsXCbK3B7NruDAVZK97,0.17,0.656,0.684,1.72e-06,0.0518,-10.307,0.0571,166.604,0.964,2,Abba
49,49,Abba,6,6di98QRVO1Mhva2SmaLXpu,Bang-A-Boomerang,spotify:track:6di98QRVO1Mhva2SmaLXpu,0.0309,0.505,0.76,0.000611,0.344,-3.426,0.0298,131.88,0.886,2,Abba
50,50,Abba,7,5DlRVpU2iWhg7090un6pqc,"I Do, I Do, I Do, I Do, I Do",spotify:track:5DlRVpU2iWhg7090un6pqc,0.688,0.47,0.808,0.0182,0.334,-4.261,0.0332,110.638,0.696,3,Abba
51,51,Abba,8,2PVOabbUcL8uDt1hlsafU6,Rock Me,spotify:track:2PVOabbUcL8uDt1hlsafU6,0.556,0.689,0.854,0.0,0.279,-4.716,0.0798,132.708,0.788,2,Abba
52,52,Abba,9,7B8mXv99rDUAnL7Lmk9QxO,Intermezzo No.1,spotify:track:7B8mXv99rDUAnL7Lmk9QxO,0.0726,0.409,0.683,0.935,0.256,-6.22,0.0282,155.692,0.478,2,Abba
53,53,Abba,10,2x13oEM19I4mr6OxW2mpnZ,I've Been Waiting For You,spotify:track:2x13oEM19I4mr6OxW2mpnZ,0.651,0.394,0.578,0.00169,0.075,-5.881,0.0289,154.008,0.439,3,Abba
54,54,Abba,11,1ngVgMX8qvk11oy90LrZDY,So Long,spotify:track:1ngVgMX8qvk11oy90LrZDY,0.0366,0.301,0.913,0.685,0.331,-4.718,0.0554,159.663,0.744,1,Abba
55,55,Thank You For The Music,1,6LFT0NCxd610hw04m8I342,People Need Love,spotify:track:6LFT0NCxd610hw04m8I342,0.221,0.58,0.604,5.86e-06,0.0833,-8.803,0.0403,78.306,0.883,16,Abba
56,56,Thank You For The Music,2,2jkI6mPMMSJAH6cNnOGJKt,"Another Town, Another Train",spotify:track:2jkI6mPMMSJAH6cNnOGJKt,0.0602,0.63,0.541,0.0,0.203,-11.613,0.0304,122.852,0.829,15,Abba
57,57,Thank You For The Music,3,28WwuySopGU9MKzHEHpCzU,He Is Your Brother,spotify:track:28WwuySopGU9MKzHEHpCzU,0.0558,0.425,0.807,3.56e-05,0.141,-9.068,0.0315,178.573,0.965,15,Abba
58,58,Thank You For The Music,4,3Sb4XMPqDpAmVaeYG1TtB4,Love Isn't Easy (But It Sure Is Hard Enough),spotify:track:3Sb4XMPqDpAmVaeYG1TtB4,0.0442,0.737,0.625,0.0,0.1,-10.434,0.0337,126.808,0.963,15,Abba
59,59,Thank You For The Music,5,5y6iN2aU63ztVSl0Uvvb81,Ring Ring - English Version,spotify:track:5y6iN2aU63ztVSl0Uvvb81,0.00864,0.56,0.909,0.036,0.119,-8.827,0.0336,136.835,0.972,16,Abba
60,60,Thank You For The Music,6,2056iredWIyc1cW8D4rbvN,Waterloo,spotify:track:2056iredWIyc1cW8D4rbvN,0.36,0.445,0.885,5.07e-05,0.241,-7.024,0.0399,146.952,0.834,18,Abba
61,61,Thank You For The Music,7,7lJJJyQZKaBC6VQcOnZ5SJ,Hasta Manana,spotify:track:7lJJJyQZKaBC6VQcOnZ5SJ,0.363,0.452,0.575,0.0,0.08,-7.225,0.0265,168.741,0.622,16,Abba
62,62,Thank You For The Music,8,2EDeX0TX5RlXWVQ7OtpxkD,"Honey, Honey",spotify:track:2EDeX0TX5RlXWVQ7OtpxkD,0.0372,0.492,0.801,0.0,0.337,-8.624,0.0513,140.021,0.764,18,Abba
63,63,Thank You For The Music,9,0kcRGwLsH69CL6A0UCGyMo,Dance (While The Music Still Goes On),spotify:track:0kcRGwLsH69CL6A0UCGyMo,0.197,0.584,0.847,0.0,0.117,-8.061,0.0504,131.012,0.692,15,Abba
64,64,Thank You For The Music,10,4bcX7jdqI3ZlW8v7LwHOF5,So Long,spotify:track:4bcX7jdqI3ZlW8v7LwHOF5,0.00102,0.339,0.768,0.831,0.271,-8.718,0.0349,159.046,0.813,15,Abba
65,65,Thank You For The Music,11,5WlwfdLTqrY6xQQvdWF3fJ,I've Been Waiting For You,spotify:track:5WlwfdLTqrY6xQQvdWF3fJ,0.612,0.393,0.49,0.00141,0.175,-8.461,0.0285,153.333,0.459,15,Abba
66,66,Thank You For The Music,12,0SnrddasjtESImZQWIzoPB,"I Do, I Do, I Do, I Do, I Do",spotify:track:0SnrddasjtESImZQWIzoPB,0.437,0.471,0.767,0.0389,0.341,-6.55,0.0318,110.264,0.777,16,Abba
67,67,Thank You For The Music,13,2cPHGDrV3WeDrqDSmNikwB,SOS,spotify:track:2cPHGDrV3WeDrqDSmNikwB,0.0634,0.42,0.636,0.027,0.29,-7.788,0.0285,124.526,0.588,19,Abba
68,68,Thank You For The Music,14,1gicTziGenRQeCnR063Lsn,Mamma Mia,spotify:track:1gicTziGenRQeCnR063Lsn,0.155,0.751,0.7,0.0402,0.22,-9.253,0.032,137.092,0.83,17,Abba
69,69,Thank You For The Music,15,6uaJ8vslALUUAIukiVMx6O,Fernando,spotify:track:6uaJ8vslALUUAIukiVMx6O,0.422,0.356,0.526,0.0,0.0615,-9.623,0.0296,110.512,0.452,18,Abba
70,70,Thank You For The Music,16,4vSuothg7NLVAeKNY3oSw4,Dancing Queen,spotify:track:4vSuothg7NLVAeKNY3oSw4,0.323,0.543,0.886,0.00379,0.253,-7.084,0.048,100.427,0.779,16,Abba
71,71,Thank You For The Music,17,4nLl8tsoNe506NKjDdHBEH,That's Me,spotify:track:4nLl8tsoNe506NKjDdHBEH,0.129,0.56,0.817,0.0023,0.201,-8.816,0.0292,129.024,0.843,14,Abba
72,72,Thank You For The Music,18,2PxutpE8iGA3sdd8gfE0j1,When I Kissed The Teacher,spotify:track:2PxutpE8iGA3sdd8gfE0j1,0.373,0.538,0.874,0.000159,0.0569,-8.654,0.0424,153.157,0.714,16,Abba
73,73,Thank You For The Music,19,3oOgLFXPEXbVQLRoBojoH7,"Money, Money, Money",spotify:track:3oOgLFXPEXbVQLRoBojoH7,0.342,0.789,0.626,0.00162,0.0689,-9.38,0.0351,120.333,0.688,17,Abba
74,74,Thank You For The Music,20,465Bm1jG1DTRXgYw7ukyim,Crazy World,spotify:track:465Bm1jG1DTRXgYw7ukyim,0.093,0.494,0.554,4.39e-05,0.243,-12.176,0.0366,135.015,0.578,14,Abba
75,75,Thank You For The Music,21,2VLbTl4PiSI8Wtid7r5WDt,"My Love, My Life",spotify:track:2VLbTl4PiSI8Wtid7r5WDt,0.649,0.21,0.406,1.73e-05,0.129,-8.592,0.0274,147.895,0.279,14,Abba
76,76,Thank You For The Music,1,28mb6qvoYoG50L5EQiChZN,"Knowing Me, Knowing You",spotify:track:28mb6qvoYoG50L5EQiChZN,0.0138,0.564,0.643,0.000117,0.314,-9.903,0.0297,106.788,0.925,16,Abba
77,77,Thank You For The Music,2,1FKImpAHq9U26gxGUaWzf7,Happy Hawaii,spotify:track:1FKImpAHq9U26gxGUaWzf7,0.272,0.571,0.713,0.000839,0.393,-10.153,0.0378,118.377,0.347,14,Abba
78,78,Thank You For The Music,3,7LgTqtgchzaY3Gow0QyTXc,The Name Of The Game,spotify:track:7LgTqtgchzaY3Gow0QyTXc,0.253,0.649,0.477,0.000419,0.0384,-12.275,0.0277,76.882,0.747,15,Abba
79,79,Thank You For The Music,4,18TsafraR4k4urrRW5Bpwx,"I Wonder (Departure) - Live From Sydney Showground, Australia / 1977",spotify:track:18TsafraR4k4urrRW5Bpwx,0.511,0.363,0.301,0.0,0.166,-11.351,0.0261,67.95,0.259,13,Abba
80,80,Thank You For The Music,5,0ePTAwz0qJ2RbiyRntlaOy,Eagle,spotify:track:0ePTAwz0qJ2RbiyRntlaOy,0.0851,0.515,0.705,0.000409,0.101,-9.815,0.0253,84.898,0.626,13,Abba
81,81,Thank You For The Music,6,7bbZsVwZqWhZfo4SIlvpkc,Take A Chance On Me,spotify:track:7bbZsVwZqWhZfo4SIlvpkc,0.117,0.69,0.671,6.37e-05,0.154,-10.399,0.0261,106.784,0.929,16,Abba
82,82,Thank You For The Music,7,0ppgjQrUtZJHB2RSWDmH6y,Thank You For The Music,spotify:track:0ppgjQrUtZJHB2RSWDmH6y,0.621,0.302,0.367,0.0,0.145,-10.915,0.0402,200.66,0.425,16,Abba
83,83,Thank You For The Music,8,7qLfHW2TUqVSEmWs44iDCE,Summer Night City,spotify:track:7qLfHW2TUqVSEmWs44iDCE,0.0397,0.358,0.772,1.05e-06,0.0922999999999999,-8.483,0.0403,130.631,0.686,13,Abba
84,84,Thank You For The Music,9,1Hk2ZSUZfbFL0zUu3kqKf3,Chiquitita,spotify:track:1Hk2ZSUZfbFL0zUu3kqKf3,0.462,0.54,0.462,3.56e-06,0.26,-11.599,0.0346,83.932,0.364,15,Abba
85,85,Thank You For The Music,10,6lEZVOhCvUl5HnZRCvLiRJ,Lovelight,spotify:track:6lEZVOhCvUl5HnZRCvLiRJ,0.0389,0.563,0.666,0.000152,0.408,-9.391,0.0305,125.216,0.687,12,Abba
86,86,Thank You For The Music,11,0vECqNYnttydmJRQFlJhSc,Does Your Mother Know,spotify:track:0vECqNYnttydmJRQFlJhSc,0.0609,0.724,0.778,3.19e-05,0.0595,-8.203,0.0353,135.18,0.98,15,Abba
87,87,Thank You For The Music,12,4oG4KKcyD6E5S6pxpN32IK,Voulez-Vous,spotify:track:4oG4KKcyD6E5S6pxpN32IK,0.124,0.717,0.733,0.00395,0.132,-8.988,0.0347,126.258,0.89,14,Abba
88,88,Thank You For The Music,13,4iVhtsLnrYeFJXzG3pgn58,Angeleyes,spotify:track:4iVhtsLnrYeFJXzG3pgn58,0.218,0.725,0.835,0.000517,0.0554,-8.93,0.0304,132.791,0.966,14,Abba
89,89,Thank You For The Music,14,3XMxXNc33aWxW0WD4ZlNrz,Gimme! Gimme! Gimme! (A Man After Midnight),spotify:track:3XMxXNc33aWxW0WD4ZlNrz,0.00933,0.76,0.399,0.0515,0.144,-12.562,0.0458,119.214,0.483,14,Abba
90,90,Thank You For The Music,15,2YVQTT3QDRJVg0N4ShQm4m,I Have A Dream,spotify:track:2YVQTT3QDRJVg0N4ShQm4m,0.508,0.558,0.418,0.0,0.152,-10.918,0.0242,103.931,0.494,14,Abba
91,91,Thank You For The Music,1,2LCOlwwe5SErpR1yzLglk6,The Winner Takes It All,spotify:track:2LCOlwwe5SErpR1yzLglk6,0.463,0.471,0.724,0.00987,0.0872,-9.247,0.0372,126.622,0.507,14,Abba
92,92,Thank You For The Music,2,61ghe40LWVnaXsoMMvxxw9,Elaine,spotify:track:61ghe40LWVnaXsoMMvxxw9,0.0976,0.604,0.803,0.0312,0.0879999999999999,-10.067,0.0381,152.84,0.935,11,Abba
93,93,Thank You For The Music,3,641T462cGEX1AfklJQk5iz,Super Trouper,spotify:track:641T462cGEX1AfklJQk5iz,0.167,0.79,0.535,2.32e-05,0.0895,-11.383,0.029,117.867,0.947,13,Abba
94,94,Thank You For The Music,4,3hx3G8JxGITurnoamXYFp3,Lay All Your Love On Me,spotify:track:3hx3G8JxGITurnoamXYFp3,0.0224,0.669,0.623,0.263,0.163,-10.019,0.027,132.992,0.732,15,Abba
95,95,Thank You For The Music,5,0VarTvocdbDM8KbiYnPZcB,On And On And On,spotify:track:0VarTvocdbDM8KbiYnPZcB,0.0745,0.703,0.798,0.422,0.107,-9.317,0.028,127.789,0.957,12,Abba
96,96,Thank You For The Music,6,6SL5XqCtsGymLFybPhRSsQ,Our Last Summer,spotify:track:6SL5XqCtsGymLFybPhRSsQ,0.557,0.506,0.494,3.05e-05,0.0835,-9.523,0.0241,98.017,0.469,13,Abba
