index,Unnamed: 0,album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,artist
196,196,Voulez-Vous,12,2TyQF1DcQ8k2cLjiweqQyG,Lovelight - Original Version,spotify:track:2TyQF1DcQ8k2cLjiweqQyG,0.0913,0.56,0.723,0.000157,0.399,-5.938,0.0305,125.092,0.692,36,Abba
197,197,Voulez-Vous,13,3vkQ5DAB1qQMYO4Mr9zJN6,Gimme! Gimme! Gimme! (A Man After Midnight),spotify:track:3vkQ5DAB1qQMYO4Mr9zJN6,0.02,0.749,0.491,0.00899,0.159,-9.655,0.0403,119.528,0.536,75,Abba
198,198,Voulez-Vous,1,2bOU6wQfK528vCv9TD2Co5,As Good As New,spotify:track:2bOU6wQfK528vCv9TD2Co5,0.194,0.844,0.783,0.0199,0.079,-5.662,0.0319,138.856,0.971,35,Abba
199,199,Voulez-Vous,2,6jJYlWqSUHXoX15nGk3Yfe,Voulez-Vous,spotify:track:6jJYlWqSUHXoX15nGk3Yfe,0.124,0.707,0.775,0.000585,0.154,-6.91,0.0371,126.662,0.909,55,Abba
200,200,Voulez-Vous,3,6Xibu53y8mquzUJL6HGEG2,I Have A Dream,spotify:track:6Xibu53y8mquzUJL6HGEG2,0.573,0.55,0.37,0.0,0.171,-12.019,0.0249,104.288,0.459,51,Abba
201,201,Voulez-Vous,4,5tqTKmoKtY5926Z9KRTNjB,Angeleyes,spotify:track:5tqTKmoKtY5926Z9KRTNjB,0.543,0.716,0.914,0.000115,0.0801,-6.04,0.0347,133.162,0.966,44,Abba
202,202,Voulez-Vous,5,7Ktvf3jSNSHajArfP8vpRv,The King Has Lost His Crown,spotify:track:7Ktvf3jSNSHajArfP8vpRv,0.155,0.721,0.588,9.67e-05,0.0655,-8.206,0.0282,114.75,0.47,30,Abba
203,203,Voulez-Vous,6,1o397dDHRvqZfXfVy9YGdt,Does Your Mother Know,spotify:track:1o397dDHRvqZfXfVy9YGdt,0.153,0.722,0.859,4.39e-05,0.0586,-5.706,0.036,135.628,0.973,47,Abba
204,204,Voulez-Vous,7,18BxnxbC0zEOL7OVq9Zm9k,If It Wasn't For The Nights,spotify:track:18BxnxbC0zEOL7OVq9Zm9k,0.301,0.701,0.879,0.000914,0.123,-4.68,0.0383,105.642,0.895,52,Abba
205,205,Voulez-Vous,8,4g5LUzHFRr4Zlok8KzERmI,Chiquitita,spotify:track:4g5LUzHFRr4Zlok8KzERmI,0.701,0.526,0.555,6.69e-06,0.299,-8.08,0.0338,84.088,0.38,59,Abba
206,206,Voulez-Vous,9,4ASaSHvHH4pjwL0dKjRA8C,Lovers (Live A Little Longer),spotify:track:4ASaSHvHH4pjwL0dKjRA8C,0.141,0.605,0.738,2.05e-05,0.222,-6.388,0.0357,86.53,0.747,34,Abba
207,207,Voulez-Vous,10,0HPF6YFoMBA8mOU9dqHlNL,Kisses Of Fire,spotify:track:0HPF6YFoMBA8mOU9dqHlNL,0.153,0.585,0.764,0.000187,0.359,-6.96,0.0456,135.37,0.674,36,Abba
208,208,Voulez-Vous,11,2ybeXAz8fQTdxGajZVsEiJ,Summer Night City,spotify:track:2ybeXAz8fQTdxGajZVsEiJ,0.011,0.475,0.86,0.0,0.261,-5.649,0.0362,130.689,0.786,37,Abba
209,209,Voulez-Vous,12,3DytidwwDXv5gZVilj2lO1,Lovelight,spotify:track:3DytidwwDXv5gZVilj2lO1,0.111,0.559,0.72,0.000105,0.328,-5.948,0.0302,125.139,0.683,29,Abba
210,210,Voulez-Vous,13,2PzCOP5Aj9SABiBgNEZ52G,Gimme! Gimme! Gimme! (A Man After Midnight),spotify:track:2PzCOP5Aj9SABiBgNEZ52G,0.0163,0.747,0.492,0.00897,0.224,-9.616,0.04,119.531,0.533,66,Abba
211,211,The Album,1,0ofI7zAV865oByamlFk53U,Eagle,spotify:track:0ofI7zAV865oByamlFk53U,0.21,0.485,0.768,6.23e-06,0.214,-6.725,0.0261,85.249,0.57,40,Abba
212,212,The Album,2,6vQN2a9QSgWcm74KEZYfDL,Take A Chance On Me,spotify:track:6vQN2a9QSgWcm74KEZYfDL,0.173,0.685,0.685,0.0,0.201,-8.103,0.0254,106.987,0.925,63,Abba
213,213,The Album,3,684u4laj4uvK17yRwk0yPV,"One Man, One Woman",spotify:track:684u4laj4uvK17yRwk0yPV,0.528,0.484,0.53,3.3e-05,0.0868,-7.932,0.0259,71.469,0.587,40,Abba
214,214,The Album,4,4CGoNahcgmwPdesr6f5Tng,The Name Of The Game,spotify:track:4CGoNahcgmwPdesr6f5Tng,0.404,0.66,0.564,0.000106,0.0557,-8.683,0.0302,77.092,0.623,48,Abba
215,215,The Album,5,6p1FxZfibk7Qf5Le5DLdBM,Move On,spotify:track:6p1FxZfibk7Qf5Le5DLdBM,0.323,0.57,0.565,2.12e-06,0.734,-8.907,0.0246,97.34,0.812,29,Abba
216,216,The Album,6,5P2FFIGTJW9Qg57oA9kzec,Hole In Your Soul,spotify:track:5P2FFIGTJW9Qg57oA9kzec,0.0782999999999999,0.414,0.808,0.0148,0.297,-5.546,0.09,154.621,0.648,28,Abba
217,217,The Album,7,1HNWHQqLxjI2LXnlIY9DTR,Thank You For The Music,spotify:track:1HNWHQqLxjI2LXnlIY9DTR,0.837,0.288,0.416,0.0,0.097,-9.176,0.0412,199.517,0.353,50,Abba
218,218,The Album,8,4Dmr0pWEDkXmdShYNFBWut,I Wonder (Departure),spotify:track:4Dmr0pWEDkXmdShYNFBWut,0.515,0.382,0.244,8.18e-05,0.113,-11.218,0.0283,134.978,0.217,28,Abba
219,219,The Album,9,0g8rr7rjw5QVxPqTovO46A,I'm A Marionette,spotify:track:0g8rr7rjw5QVxPqTovO46A,0.379,0.454,0.671,1.09e-05,0.0966999999999999,-6.826,0.0411,149.133,0.119,24,Abba
220,220,The Album,10,5Tj9ViyVn4sgqAP03gfoO3,Thank You For The Music - Doris Day Mix,spotify:track:5Tj9ViyVn4sgqAP03gfoO3,0.663,0.632,0.436,0.0,0.237,-7.437,0.0278,98.573,0.595,21,Abba
221,221,The Album,1,69OmpIXN0WPreDYxoFwlYC,Eagle - Long Version,spotify:track:69OmpIXN0WPreDYxoFwlYC,0.216,0.481,0.763,9.75e-06,0.204,-6.698,0.0263,85.191,0.554,51,Abba
222,222,The Album,2,5BckPAYcKEJuYs1eV1BHHe,Take A Chance On Me,spotify:track:5BckPAYcKEJuYs1eV1BHHe,0.163,0.684,0.675,0.0,0.242,-8.123,0.0257,107.064,0.924,68,Abba
223,223,The Album,3,5fVCO1kPh1qE3s8aVqRv9t,"One Man, One Woman",spotify:track:5fVCO1kPh1qE3s8aVqRv9t,0.531,0.484,0.524,2.24e-05,0.148,-7.931,0.0263,71.828,0.55,49,Abba
224,224,The Album,4,1lDo24S34NvI1pAg7Oxldc,The Name Of The Game,spotify:track:1lDo24S34NvI1pAg7Oxldc,0.357,0.656,0.565,0.000192,0.0629,-8.722,0.0301,77.049,0.615,57,Abba
225,225,The Album,5,3JqQ2YBFQwinmY2E9Ujggu,Move On,spotify:track:3JqQ2YBFQwinmY2E9Ujggu,0.322,0.57,0.556,3.21e-06,0.779,-8.903,0.0251,97.36,0.797,41,Abba
226,226,The Album,6,3bqPiLwxU0sltObhhVky9X,Hole In Your Soul,spotify:track:3bqPiLwxU0sltObhhVky9X,0.0767,0.395,0.811,0.0159,0.342,-5.546,0.0945,154.708,0.615,38,Abba
227,227,The Album,7,08GOw3NsrJ0LsCCeyqzt3b,Thank You For The Music,spotify:track:08GOw3NsrJ0LsCCeyqzt3b,0.835,0.283,0.417,0.0,0.102,-9.124,0.0404,201.145,0.373,61,Abba
228,228,The Album,8,3F814TK36gzKsUxBJ3V3iI,I Wonder (Departure),spotify:track:3F814TK36gzKsUxBJ3V3iI,0.524,0.372,0.25,4.8e-05,0.119,-11.126,0.0281,135.396,0.227,33,Abba
229,229,The Album,9,1ajok0m1FDgGtrBguMIy5Q,I'm A Marionette,spotify:track:1ajok0m1FDgGtrBguMIy5Q,0.376,0.458,0.662,1.16e-05,0.108,-6.811,0.0396,149.907,0.137,32,Abba
230,230,The Album,10,59l71sxjX2oBVPQGYlqvnb,Thank You For The Music - Doris Day Mix,spotify:track:59l71sxjX2oBVPQGYlqvnb,0.666,0.652,0.436,0.0,0.279,-7.464,0.0283,98.605,0.562,30,Abba
231,231,Arrival,1,6zk4lFEYIWs1UZZ03NVetT,When I Kissed The Teacher,spotify:track:6zk4lFEYIWs1UZZ03NVetT,0.519,0.527,0.939,6.13e-05,0.06,-5.795,0.0442,153.755,0.714,59,Abba
232,232,Arrival,2,0GjEhVFGZW8afUYGChu3Rr,Dancing Queen,spotify:track:0GjEhVFGZW8afUYGChu3Rr,0.358,0.543,0.87,0.0009389999999999,0.792,-6.514,0.0428,100.804,0.754,76,Abba
233,233,Arrival,3,7qbQFKgGOxk7aoCBGwLZuA,"My Love, My Life",spotify:track:7qbQFKgGOxk7aoCBGwLZuA,0.781,0.208,0.424,7.01e-05,0.107,-7.532,0.0275,148.875,0.247,54,Abba
234,234,Arrival,4,5Ale7Htu2SdvOcBwlEdGhZ,Dum Dum Diddle,spotify:track:5Ale7Htu2SdvOcBwlEdGhZ,0.228,0.666,0.818,1.65e-05,0.306,-6.581,0.0321,127.33,0.881,50,Abba
235,235,Arrival,5,798cuJeotvXP8UVa8GJPnD,"Knowing Me, Knowing You",spotify:track:798cuJeotvXP8UVa8GJPnD,0.0399,0.546,0.733,1.11e-06,0.235,-7.073,0.0299,107.285,0.91,61,Abba
236,236,Arrival,6,3lKN03PDeBnXZS7sDukRBt,"Money, Money, Money",spotify:track:3lKN03PDeBnXZS7sDukRBt,0.535,0.787,0.704,0.00305,0.089,-6.873,0.0385,120.701,0.646,58,Abba
237,237,Arrival,7,32SHYXEJZkpsnJkcggucM0,That's Me,spotify:track:32SHYXEJZkpsnJkcggucM0,0.167,0.558,0.864,0.000216,0.242,-6.654,0.0295,129.42,0.841,51,Abba
238,238,Arrival,8,65EhfozJEurgR34SyrNV3P,Why Did It Have To Be Me?,spotify:track:65EhfozJEurgR34SyrNV3P,0.517,0.557,0.9,0.00554,0.535,-6.215,0.0387,117.42,0.863,50,Abba
239,239,Arrival,9,7qBRGNCdXeqLtGsxZE3Z1m,Tiger,spotify:track:7qBRGNCdXeqLtGsxZE3Z1m,0.279,0.569,0.907,1.95e-06,0.106,-5.77,0.0429,134.819,0.836,40,Abba
240,240,Arrival,10,3jX1p2EoSE3jpSlpapMcaJ,Arrival,spotify:track:3jX1p2EoSE3jpSlpapMcaJ,0.689,0.232,0.491,0.938,0.0661999999999999,-7.328,0.0329,69.612,0.153,40,Abba
241,241,Arrival,11,4BM8yJ0PzBi2ZewpMTOxtx,Fernando,spotify:track:4BM8yJ0PzBi2ZewpMTOxtx,0.627,0.354,0.535,2.9e-06,0.0808,-8.876,0.0303,110.821,0.434,64,Abba
242,242,Arrival,12,1S2B1KJWZyPVu0dKWcG94f,Happy Hawaii,spotify:track:1S2B1KJWZyPVu0dKWcG94f,0.288,0.525,0.783,0.000422,0.375,-7.325,0.041,118.274,0.331,38,Abba
243,243,Arrival,1,21aMSP1Q1qKpixpgXaalAS,When I Kissed The Teacher,spotify:track:21aMSP1Q1qKpixpgXaalAS,0.506,0.529,0.933,4.41e-05,0.0572,-5.802,0.0452,153.549,0.723,48,Abba
244,244,Arrival,2,4NtUY5IGzHCaqfZemmAu56,Dancing Queen,spotify:track:4NtUY5IGzHCaqfZemmAu56,0.382,0.539,0.884,0.00166,0.76,-6.53,0.0403,100.812,0.752,72,Abba
245,245,Arrival,3,37PnQPuaQPIGrL5cXb2MeG,"My Love, My Life",spotify:track:37PnQPuaQPIGrL5cXb2MeG,0.774,0.207,0.426,0.000383,0.0966999999999999,-7.505,0.0275,149.078,0.226,44,Abba
246,246,Arrival,4,7tyXKNbNJfQcYG8uHfPZah,Dum Dum Diddle,spotify:track:7tyXKNbNJfQcYG8uHfPZah,0.214,0.661,0.817,4.16e-05,0.19,-6.541,0.0317,127.333,0.857,41,Abba
247,247,Arrival,5,46ou4l4zvrZMada0TgoVH9,"Knowing Me, Knowing You",spotify:track:46ou4l4zvrZMada0TgoVH9,0.0426,0.55,0.741,3.72e-06,0.235,-7.109,0.0299,107.327,0.903,53,Abba
248,248,Arrival,6,4sNG5v6T3N8nrfAfNIHE9v,"Money, Money, Money",spotify:track:4sNG5v6T3N8nrfAfNIHE9v,0.524,0.782,0.692,0.00163,0.105,-6.86,0.0367,120.762,0.704,46,Abba
249,249,Arrival,7,2GxQK4NNn5sG2eRHZCn6fy,That's Me,spotify:track:2GxQK4NNn5sG2eRHZCn6fy,0.194,0.562,0.857,0.000343,0.231,-6.674,0.0297,129.429,0.815,42,Abba
250,250,Arrival,8,5mCQlqCkrfNei82Pp9WuzO,Why Did It Have To Be Me?,spotify:track:5mCQlqCkrfNei82Pp9WuzO,0.541,0.557,0.888,0.00706,0.485,-6.159,0.0379,117.441,0.877,40,Abba
251,251,Arrival,9,4cYz1jXDKN8QXXU8bUSUGd,Tiger,spotify:track:4cYz1jXDKN8QXXU8bUSUGd,0.299,0.568,0.905,1.54e-06,0.0854,-5.714,0.0443,134.747,0.833,31,Abba
252,252,Arrival,10,2dYXcpCfs5zNkqAqikl52I,Arrival,spotify:track:2dYXcpCfs5zNkqAqikl52I,0.74,0.192,0.49,0.944,0.0514,-7.343,0.0333,49.471,0.156,31,Abba
253,253,Arrival,11,1IxDBsZdVMhfkLqrZjARpk,Fernando,spotify:track:1IxDBsZdVMhfkLqrZjARpk,0.583,0.353,0.526,2.17e-06,0.0762,-8.868,0.0299,110.517,0.467,58,Abba
254,254,Arrival,12,1uvdgJ6KVIfzxAuEfDPyhv,Happy Hawaii,spotify:track:1uvdgJ6KVIfzxAuEfDPyhv,0.301,0.539,0.772,0.00134,0.38,-7.327,0.0377,118.089,0.351,30,Abba
255,255,Abba,1,2TxCwUlqaOH3TIyJqGgR91,Mamma Mia,spotify:track:2TxCwUlqaOH3TIyJqGgR91,0.295,0.749,0.748,0.000443,0.469,-7.011,0.0323,137.547,0.827,72,Abba
256,256,Abba,2,4qQnJL18qFNX5HIko7Azhj,"Hey, Hey Helen",spotify:track:4qQnJL18qFNX5HIko7Azhj,0.00226,0.649,0.668,0.0157,0.0594,-6.647,0.0425,117.867,0.766,48,Abba
257,257,Abba,3,4wmxuU2zml8evBPREe1cHU,Tropical Loveland,spotify:track:4wmxuU2zml8evBPREe1cHU,0.531,0.664,0.474,1.07e-05,0.0677,-10.572,0.061,81.884,0.837,34,Abba
258,258,Abba,4,6yZv0Nl6BXABbXoPVpfF5y,SOS,spotify:track:6yZv0Nl6BXABbXoPVpfF5y,0.251,0.415,0.713,0.00197,0.289,-5.55,0.0278,125.056,0.579,60,Abba
259,259,Abba,5,1tCRgQd7muhZCqAeMQziqa,Man In The Middle,spotify:track:1tCRgQd7muhZCqAeMQziqa,0.144,0.654,0.671,2.79e-06,0.0535,-10.295,0.0633,166.299,0.962,33,Abba
260,260,Abba,6,5jfZEsdQMAaoeDLib5rLu4,Bang-A-Boomerang,spotify:track:5jfZEsdQMAaoeDLib5rLu4,0.034,0.499,0.761,0.000613,0.32,-3.457,0.0301,131.998,0.886,50,Abba
261,261,Abba,7,0x5BKBAcia1th7UzcoHnD1,"I Do, I Do, I Do, I Do, I Do",spotify:track:0x5BKBAcia1th7UzcoHnD1,0.677,0.461,0.806,0.0163,0.348,-4.257,0.0355,110.701,0.748,56,Abba
262,262,Abba,8,0Xb6Q1bGZnDnzRgicBHBRJ,Rock Me,spotify:track:0Xb6Q1bGZnDnzRgicBHBRJ,0.537,0.691,0.857,0.0,0.502,-4.68,0.0872,132.753,0.741,40,Abba
263,263,Abba,9,2G5WyPGibVmXuI3dXuMpWw,Intermezzo No.1,spotify:track:2G5WyPGibVmXuI3dXuMpWw,0.0604,0.398,0.681,0.861,0.31,-6.267,0.0283,154.776,0.495,32,Abba
264,264,Abba,10,3F2sMDeuhueiBpDqEbRhCF,I've Been Waiting For You,spotify:track:3F2sMDeuhueiBpDqEbRhCF,0.651,0.394,0.573,0.0007649999999999,0.107,-5.859,0.028,153.742,0.438,45,Abba
265,265,Abba,11,6GwEXzeLKORRKjmKDHfyUp,So Long,spotify:track:6GwEXzeLKORRKjmKDHfyUp,0.0305,0.311,0.905,0.846,0.343,-4.727,0.0496,159.134,0.772,50,Abba
266,266,Abba,12,58646Q0ETWu727dB0y85Pf,Crazy World,spotify:track:58646Q0ETWu727dB0y85Pf,0.381,0.495,0.595,0.000103,0.291,-9.067,0.0335,135.402,0.547,34,Abba
267,267,Abba,13,3VmTQCzy8QWwKBxD9g0VSU,Medley: Pick A Bale Of Cotton,spotify:track:3VmTQCzy8QWwKBxD9g0VSU,0.0289,0.336,0.953,1.35e-05,0.0599,-4.402,0.241,167.677,0.622,31,Abba
268,268,Abba,1,22NN4BS1AlqVbyKIWExgON,Mamma Mia,spotify:track:22NN4BS1AlqVbyKIWExgON,0.287,0.75,0.754,0.000207,0.444,-6.999,0.0327,137.533,0.83,64,Abba
269,269,Abba,2,7dTdyczh09okXyhaq982OT,"Hey, Hey Helen",spotify:track:7dTdyczh09okXyhaq982OT,0.00261,0.649,0.663,0.0104,0.0553,-6.617,0.0398,117.863,0.773,39,Abba
270,270,Abba,3,16uiTPYC5XsQDPcsDr7mCY,Tropical Loveland,spotify:track:16uiTPYC5XsQDPcsDr7mCY,0.512,0.659,0.479,3.58e-05,0.0449,-10.528,0.0514,81.497,0.857,22,Abba
271,271,Abba,4,6T5UMetPqrN3YKK2oNZnr3,SOS,spotify:track:6T5UMetPqrN3YKK2oNZnr3,0.264,0.416,0.698,0.00364,0.333,-5.572,0.0282,124.867,0.561,50,Abba
272,272,Abba,5,6IpOY7nB6mycoMx1ySqYYJ,Man In The Middle,spotify:track:6IpOY7nB6mycoMx1ySqYYJ,0.159,0.656,0.673,3.7e-06,0.0416,-10.328,0.0637,166.418,0.961,22,Abba
273,273,Abba,6,0bpg3LHQI12aDYd9rwYCC9,Bang-A-Boomerang,spotify:track:0bpg3LHQI12aDYd9rwYCC9,0.0262,0.502,0.756,0.00107,0.271,-3.45,0.0306,131.885,0.831,40,Abba
274,274,Abba,7,57BDT1bvzeAzl3IXMQU4Ri,"I Do, I Do, I Do, I Do, I Do",spotify:track:57BDT1bvzeAzl3IXMQU4Ri,0.669,0.468,0.803,0.0181,0.343,-4.28,0.0335,110.636,0.722,47,Abba
275,275,Abba,8,6akTmDtVqP5BOtQtECbNDE,Rock Me,spotify:track:6akTmDtVqP5BOtQtECbNDE,0.533,0.688,0.847,0.0,0.432,-4.675,0.0873,132.682,0.79,27,Abba
276,276,Abba,9,5F4dnFWXhTSTsX4Jvp4UoM,Intermezzo No.1,spotify:track:5F4dnFWXhTSTsX4Jvp4UoM,0.07,0.417,0.688,0.861,0.209,-6.247,0.0279,156.333,0.505,21,Abba
277,277,Abba,10,0XKta2wRdEx9dDCxPYhd7S,I've Been Waiting For You,spotify:track:0XKta2wRdEx9dDCxPYhd7S,0.623,0.402,0.58,0.00121,0.073,-5.897,0.0281,153.693,0.426,34,Abba
278,278,Abba,11,4KtcyvH38JUMmKBNtRfh0V,So Long,spotify:track:4KtcyvH38JUMmKBNtRfh0V,0.0351,0.309,0.907,0.736,0.293,-4.712,0.0489,159.432,0.747,41,Abba
279,279,Abba,12,1ozUElr0hTGdIsirDoBXv8,Crazy World,spotify:track:1ozUElr0hTGdIsirDoBXv8,0.419,0.491,0.605,8.29e-05,0.223,-9.102,0.0334,135.421,0.551,22,Abba
280,280,Abba,13,7ls1Z7uRrZKnicxjlX0d7D,Medley: Pick A Bale Of Cotton,spotify:track:7ls1Z7uRrZKnicxjlX0d7D,0.0341,0.339,0.956,1.29e-05,0.0523,-4.419,0.22,167.959,0.658,20,Abba
281,281,Waterloo (Deluxe Edition),1,2vMQmBmcmFsdLQQgXl3PtE,Waterloo,spotify:track:2vMQmBmcmFsdLQQgXl3PtE,0.193,0.445,0.882,1.32e-05,0.0854,-6.575,0.045,147.166,0.834,52,Abba
282,282,Waterloo (Deluxe Edition),2,4PQZTGOlIbYSbFVKi1aOzc,Sitting In The Palmtree,spotify:track:4PQZTGOlIbYSbFVKi1aOzc,0.699,0.855,0.366,3.47e-06,0.0519,-12.432,0.0393,112.406,0.907,24,Abba
283,283,Waterloo (Deluxe Edition),3,2HnKmdlhi5IwAEqJKn5qFx,King Kong Song,spotify:track:2HnKmdlhi5IwAEqJKn5qFx,0.0799,0.554,0.901,0.000183,0.0878,-8.448,0.0428,155.075,0.818,24,Abba
284,284,Waterloo (Deluxe Edition),4,3wvrmmNB16rtreCvgw3sqv,Hasta Manana,spotify:track:3wvrmmNB16rtreCvgw3sqv,0.233,0.448,0.598,0.0,0.0803,-6.072,0.0262,169.003,0.648,29,Abba
285,285,Waterloo (Deluxe Edition),5,7IHKr96kTrygmAoLyu4zMw,My Mama Said,spotify:track:7IHKr96kTrygmAoLyu4zMw,0.105,0.631,0.64,4.38e-05,0.176,-11.579,0.0999,105.04,0.751,23,Abba
286,286,Waterloo (Deluxe Edition),6,16vVJdUJPhQ4pyjlUjfGy8,Dance (While The Music Still Goes On),spotify:track:16vVJdUJPhQ4pyjlUjfGy8,0.269,0.585,0.799,0.0,0.115,-8.379,0.0559,131.181,0.551,27,Abba
287,287,Waterloo (Deluxe Edition),7,5JLRQJ8vhuIQuJblXxfVWg,"Honey, Honey",spotify:track:5JLRQJ8vhuIQuJblXxfVWg,0.127,0.481,0.769,0.000324,0.122,-9.264,0.0595,140.171,0.72,36,Abba
288,288,Waterloo (Deluxe Edition),8,1rrg0TY4nhMZ1sD4YfSfvf,Watch Out,spotify:track:1rrg0TY4nhMZ1sD4YfSfvf,0.00348,0.625,0.794,0.143,0.294,-9.78,0.0483,130.174,0.691,22,Abba
289,289,Waterloo (Deluxe Edition),9,6Wc0RFHf8hE5JEWpvQRCRj,What About Livingstone,spotify:track:6Wc0RFHf8hE5JEWpvQRCRj,0.246,0.676,0.622,0.000159,0.0649,-9.307,0.0624,148.299,0.843,22,Abba
290,290,Waterloo (Deluxe Edition),10,0NavuOQnZ4hCOQY3YS5BzJ,Gonna Sing You My Love Song,spotify:track:0NavuOQnZ4hCOQY3YS5BzJ,0.376,0.562,0.413,0.0,0.0825,-9.852,0.0264,79.69,0.397,22,Abba
291,291,Waterloo (Deluxe Edition),11,6xyveLMP3g9vuoceLWulWK,Suzy-Hang-Around,spotify:track:6xyveLMP3g9vuoceLWulWK,0.0275,0.214,0.551,0.733,0.311,-10.966,0.0314,143.172,0.602,21,Abba
292,292,Waterloo (Deluxe Edition),12,4CxrJFB5Mr5efFmOqXQctG,"Ring, Ring - US Remix",spotify:track:4CxrJFB5Mr5efFmOqXQctG,0.00161,0.307,0.714,0.0,0.801,-7.511,0.0491,132.315,0.747,22,Abba
293,293,Waterloo (Deluxe Edition),13,0I3StbOvOKwXKhg7kadCxy,Waterloo - Swedish Version,spotify:track:0I3StbOvOKwXKhg7kadCxy,0.791,0.465,0.846,3.57e-05,0.109,-5.636,0.038,147.561,0.801,26,Abba
294,294,Waterloo (Deluxe Edition),14,0FF2lWJruxD7wSOtOTIb8L,Honey Honey - Swedish Version,spotify:track:0FF2lWJruxD7wSOtOTIb8L,0.275,0.485,0.711,7.89e-06,0.6,-8.737,0.0537,138.186,0.668,22,Abba
295,295,Waterloo (Deluxe Edition),15,2cAGQPzhHtQztABCiplaTp,Waterloo - German Version,spotify:track:2cAGQPzhHtQztABCiplaTp,0.26,0.422,0.929,5.99e-05,0.259,-5.678,0.0777,147.762,0.661,25,Abba
296,296,Waterloo (Deluxe Edition),16,5r5IiLSBhMJ9mo77C3ZrJb,Hasta Mañana - Spanish Version,spotify:track:5r5IiLSBhMJ9mo77C3ZrJb,0.58,0.591,0.56,0.0,0.107,-7.218,0.0332,83.692,0.453,31,Abba
297,297,Waterloo (Deluxe Edition),17,1QbCjPhQDmMPR4NLuRNily,Waterloo - French Version,spotify:track:1QbCjPhQDmMPR4NLuRNily,0.126,0.474,0.866,0.0,0.254,-6.616,0.0485,72.776,0.868,25,Abba
298,298,Waterloo (Deluxe Edition),18,5UwxImdvNoElIk7bAgk56p,Ring Ring - 1974 Remix / Single Version,spotify:track:5UwxImdvNoElIk7bAgk56p,0.00748,0.535,0.798,0.618,0.0746,-6.508,0.0403,131.119,0.768,22,Abba
299,299,Waterloo (Deluxe Edition),19,3xQiD37YPOB3bDmT6gSUHG,Waterloo - Alternative Mix,spotify:track:3xQiD37YPOB3bDmT6gSUHG,0.22,0.364,0.812,2.65e-05,0.142,-7.436,0.0379,145.871,0.711,22,Abba
